CustomerID,Cluster
12572.0,3
12573.0,1
12574.0,1
12576.0,3
12577.0,3
12578.0,3
12579.0,3
12580.0,1
12581.0,3
12582.0,1
12583.0,0
12584.0,3
12585.0,1
12586.0,3
12587.0,3
12588.0,3
12589.0,3
12590.0,1
12591.0,1
12592.0,3
12593.0,3
12594.0,3
12596.0,3
12597.0,3
12598.0,3
12599.0,3
12600.0,3
12601.0,1
12602.0,3
12603.0,3
12604.0,3
12607.0,3
12609.0,3
12610.0,3
12611.0,3
12612.0,3
12613.0,3
12614.0,1
12615.0,3
12616.0,3
12617.0,3
12618.0,3
12619.0,3
12620.0,3
12621.0,0
12622.0,1
12623.0,1
12624.0,3
12625.0,1
12626.0,3
12627.0,3
12628.0,3
12630.0,3
12631.0,3
12633.0,3
12635.0,3
12637.0,3
12638.0,3
12639.0,1
12640.0,3
12641.0,3
12642.0,3
12643.0,3
12644.0,3
12645.0,3
12646.0,3
12647.0,3
12648.0,1
12649.0,3
12650.0,3
12651.0,1
12652.0,1
12653.0,1
12654.0,3
12656.0,3
12657.0,3
12658.0,3
12659.0,3
12660.0,3
12662.0,3
12664.0,3
12665.0,1
12667.0,3
12668.0,3
12669.0,1
12670.0,3
12672.0,1
12673.0,3
12674.0,3
12676.0,3
12678.0,0
12679.0,3
12680.0,3
12681.0,0
12682.0,0
12683.0,0
12684.0,3
12685.0,3
12686.0,1
12688.0,3
12689.0,3
12690.0,1
12691.0,3
12693.0,3
12694.0,3
12695.0,3
12697.0,3
12700.0,3
12701.0,3
12702.0,3
12703.0,3
12704.0,3
12705.0,3
12707.0,1
12708.0,3
12709.0,0
12710.0,3
12712.0,3
12713.0,3
12714.0,3
12715.0,3
12716.0,3
12717.0,1
12718.0,3
12719.0,3
12720.0,0
12721.0,3
12722.0,3
12723.0,3
12724.0,3
12725.0,1
12726.0,3
12727.0,3
12728.0,3
12729.0,3
12731.0,0
12732.0,1
12733.0,1
12734.0,1
12735.0,1
12736.0,1
12738.0,1
12739.0,3
12740.0,3
12743.0,3
12744.0,0
12747.0,3
12748.0,2
12749.0,3
12750.0,3
12752.0,3
12753.0,3
12754.0,1
12755.0,1
12756.0,3
12757.0,0
12758.0,3
12759.0,3
12762.0,3
12763.0,3
12764.0,1
12766.0,3
12769.0,1
12770.0,1
12772.0,3
12775.0,3
12778.0,3
12779.0,3
12781.0,3
12782.0,3
12783.0,3
12784.0,3
12785.0,1
12787.0,3
12789.0,3
12790.0,1
12791.0,1
12792.0,1
12793.0,1
12794.0,3
12795.0,3
12797.0,1
12798.0,3
12802.0,1
12808.0,3
12809.0,1
12811.0,1
12812.0,3
12814.0,3
12815.0,1
12816.0,3
12817.0,1
12818.0,1
12820.0,3
12821.0,1
12822.0,3
12823.0,3
12824.0,3
12826.0,3
12827.0,3
12828.0,3
12829.0,1
12830.0,3
12831.0,1
12832.0,3
12833.0,1
12834.0,1
12836.0,3
12837.0,1
12838.0,3
12839.0,0
12840.0,3
12841.0,0
12842.0,3
12843.0,3
12844.0,3
12845.0,1
12847.0,3
12849.0,3
12851.0,3
12852.0,1
12853.0,3
12854.0,3
12855.0,1
12856.0,3
12857.0,1
12863.0,3
12864.0,3
12865.0,3
12866.0,1
12867.0,3
12868.0,1
12871.0,3
12872.0,1
12873.0,1
12875.0,3
12876.0,3
12877.0,3
12878.0,1
12879.0,3
12881.0,1
12882.0,3
12883.0,3
12884.0,3
12885.0,3
12886.0,3
12888.0,1
12890.0,3
12891.0,1
12893.0,3
12895.0,3
12897.0,1
12901.0,0
12902.0,1
12904.0,3
12906.0,3
12908.0,1
12909.0,3
12910.0,3
12912.0,3
12913.0,3
12915.0,1
12916.0,3
12917.0,3
12919.0,3
12920.0,3
12921.0,0
12922.0,1
12923.0,3
12924.0,3
12925.0,3
12928.0,3
12929.0,1
12930.0,3
12931.0,0
12933.0,3
12935.0,3
12936.0,3
12937.0,3
12938.0,3
12939.0,3
12940.0,3
12942.0,3
12944.0,3
12945.0,1
12947.0,3
12948.0,3
12949.0,3
12950.0,3
12951.0,3
12952.0,3
12953.0,3
12955.0,3
12956.0,1
12957.0,3
12962.0,3
12963.0,3
12965.0,3
12966.0,3
12967.0,1
12968.0,3
12970.0,3
12971.0,0
12974.0,1
12976.0,1
12977.0,1
12980.0,3
12981.0,3
12982.0,1
12984.0,3
12985.0,3
12987.0,3
12988.0,1
12989.0,0
12990.0,3
12991.0,3
12993.0,3
12994.0,3
12995.0,3
12997.0,3
12999.0,1
13000.0,3
13001.0,0
13002.0,1
13003.0,3
13004.0,0
13005.0,1
13006.0,3
13008.0,1
13011.0,1
13012.0,3
13013.0,3
13014.0,3
13015.0,3
13016.0,3
13017.0,3
13018.0,0
13021.0,3
13023.0,3
13026.0,3
13027.0,3
13028.0,3
13029.0,3
13030.0,3
13032.0,3
13033.0,1
13034.0,3
13035.0,3
13037.0,3
13038.0,3
13040.0,3
13043.0,1
13044.0,1
13045.0,3
13046.0,3
13047.0,3
13048.0,3
13049.0,3
13050.0,0
13052.0,1
13055.0,3
13058.0,3
13059.0,1
13060.0,1
13061.0,3
13062.0,1
13064.0,3
13065.0,1
13066.0,3
13067.0,3
13068.0,3
13069.0,0
13070.0,1
13072.0,1
13075.0,3
13077.0,3
13078.0,0
13079.0,3
13080.0,1
13081.0,0
13082.0,3
13083.0,3
13085.0,1
13089.0,2
13090.0,0
13091.0,3
13092.0,3
13093.0,1
13094.0,3
13095.0,3
13097.0,3
13098.0,0
13099.0,3
13101.0,1
13102.0,0
13103.0,3
13104.0,3
13106.0,3
13107.0,3
13108.0,1
13109.0,3
13110.0,3
13113.0,0
13115.0,3
13116.0,3
13117.0,3
13118.0,3
13120.0,1
13121.0,1
13122.0,3
13124.0,3
13126.0,3
13127.0,3
13130.0,3
13131.0,3
13132.0,1
13133.0,1
13134.0,3
13135.0,1
13136.0,3
13137.0,3
13138.0,3
13139.0,3
13140.0,3
13141.0,3
13142.0,3
13144.0,1
13145.0,3
13146.0,3
13147.0,3
13148.0,3
13149.0,3
13151.0,1
13153.0,3
13155.0,3
13157.0,3
13158.0,3
13159.0,3
13160.0,3
13161.0,1
13162.0,3
13165.0,3
13166.0,1
13167.0,3
13168.0,3
13169.0,3
13170.0,3
13171.0,3
13173.0,3
13174.0,3
13176.0,3
13177.0,3
13178.0,3
13182.0,3
13183.0,3
13184.0,3
13185.0,1
13186.0,3
13187.0,1
13188.0,3
13189.0,3
13192.0,3
13193.0,3
13194.0,3
13196.0,3
13198.0,3
13199.0,0
13200.0,3
13203.0,3
13207.0,3
13208.0,3
13209.0,3
13210.0,3
13211.0,3
13212.0,3
13213.0,3
13216.0,1
13217.0,3
13218.0,3
13220.0,3
13221.0,1
13223.0,1
13224.0,3
13225.0,3
13226.0,1
13227.0,1
13228.0,3
13229.0,1
13230.0,3
13232.0,3
13233.0,3
13235.0,1
13236.0,3
13238.0,3
13239.0,1
13240.0,3
13242.0,3
13243.0,1
13244.0,3
13245.0,3
13246.0,3
13247.0,3
13248.0,3
13249.0,3
13253.0,1
13255.0,3
13256.0,3
13258.0,3
13259.0,3
13260.0,3
13261.0,1
13262.0,1
13263.0,0
13265.0,3
13266.0,3
13267.0,0
13268.0,3
13269.0,0
13270.0,1
13271.0,3
13272.0,3
13273.0,3
13276.0,3
13277.0,3
13278.0,3
13279.0,3
13280.0,3
13282.0,3
13283.0,3
13284.0,1
13285.0,3
13291.0,1
13292.0,3
13294.0,1
13295.0,1
13296.0,3
13297.0,3
13298.0,3
13299.0,1
13300.0,1
13301.0,3
13302.0,1
13304.0,1
13305.0,3
13307.0,3
13308.0,3
13309.0,3
13310.0,3
13311.0,3
13313.0,3
13314.0,3
13316.0,3
13317.0,3
13318.0,3
13319.0,0
13320.0,3
13321.0,3
13322.0,3
13323.0,3
13324.0,3
13325.0,3
13327.0,3
13328.0,1
13329.0,3
13330.0,3
13332.0,3
13334.0,3
13336.0,3
13338.0,1
13339.0,1
13340.0,3
13341.0,1
13343.0,1
13344.0,3
13345.0,1
13347.0,3
13348.0,3
13349.0,3
13350.0,3
13351.0,3
13352.0,3
13354.0,3
13355.0,3
13356.0,3
13357.0,1
13358.0,1
13359.0,3
13362.0,3
13363.0,3
13364.0,3
13365.0,3
13366.0,3
13368.0,1
13369.0,1
13370.0,1
13372.0,3
13373.0,3
13375.0,3
13376.0,3
13379.0,3
13381.0,3
13382.0,1
13384.0,3
13385.0,1
13388.0,3
13389.0,3
13390.0,3
13391.0,1
13394.0,3
13395.0,1
13396.0,3
13397.0,3
13398.0,1
13402.0,3
13403.0,3
13404.0,3
13405.0,3
13408.0,0
13410.0,3
13411.0,3
13414.0,3
13416.0,3
13417.0,3
13418.0,0
13419.0,3
13420.0,1
13421.0,3
13422.0,3
13425.0,3
13426.0,3
13427.0,3
13428.0,3
13429.0,3
13430.0,3
13431.0,3
13434.0,3
13435.0,3
13436.0,3
13437.0,3
13439.0,1
13441.0,3
13447.0,3
13448.0,3
13449.0,3
13450.0,3
13451.0,3
13452.0,1
13453.0,1
13455.0,3
13456.0,3
13458.0,0
13460.0,3
13461.0,3
13462.0,1
13464.0,3
13466.0,1
13467.0,3
13468.0,0
13470.0,3
13471.0,3
13473.0,3
13474.0,1
13475.0,1
13476.0,1
13477.0,3
13479.0,1
13481.0,3
13482.0,1
13483.0,3
13484.0,1
13485.0,1
13486.0,3
13487.0,3
13488.0,0
13489.0,3
13491.0,3
13492.0,3
13493.0,1
13494.0,1
13495.0,3
13496.0,3
13497.0,1
13499.0,3
13500.0,3
13501.0,1
13502.0,3
13503.0,3
13504.0,3
13505.0,3
13506.0,1
13507.0,3
13508.0,1
13509.0,3
13510.0,3
13512.0,1
13513.0,3
13514.0,3
13515.0,3
13516.0,3
13517.0,3
13518.0,3
13519.0,3
13520.0,3
13521.0,3
13522.0,3
13523.0,3
13524.0,3
13525.0,3
13527.0,3
13529.0,3
13531.0,1
13532.0,3
13533.0,1
13534.0,0
13536.0,3
13538.0,3
13539.0,3
13544.0,3
13546.0,3
13548.0,3
13549.0,3
13551.0,1
13552.0,3
13555.0,3
13557.0,3
13558.0,3
13560.0,3
13561.0,1
13562.0,3
13563.0,3
13564.0,3
13565.0,3
13566.0,3
13568.0,1
13569.0,3
13570.0,1
13571.0,3
13572.0,1
13573.0,3
13575.0,3
13576.0,0
13577.0,3
13579.0,3
13581.0,1
13583.0,1
13584.0,1
13587.0,3
13588.0,3
13589.0,3
13590.0,3
13591.0,3
13592.0,3
13593.0,3
13594.0,3
13596.0,3
13598.0,3
13599.0,0
13600.0,1
13601.0,3
13602.0,3
13603.0,3
13606.0,3
13607.0,3
13610.0,3
13611.0,3
13614.0,3
13615.0,1
13617.0,3
13618.0,1
13621.0,3
13623.0,3
13626.0,1
13627.0,3
13629.0,3
13630.0,3
13631.0,3
13632.0,3
13634.0,3
13635.0,3
13636.0,3
13637.0,3
13638.0,3
13639.0,3
13642.0,1
13643.0,3
13644.0,3
13645.0,3
13647.0,3
13649.0,1
13650.0,3
13651.0,3
13652.0,3
13654.0,3
13655.0,3
13656.0,1
13657.0,3
13658.0,3
13659.0,1
13662.0,3
13663.0,1
13666.0,3
13667.0,1
13668.0,0
13669.0,3
13670.0,3
13672.0,1
13673.0,3
13675.0,1
13678.0,1
13680.0,3
13681.0,3
13682.0,1
13684.0,1
13685.0,3
13686.0,1
13689.0,3
13690.0,3
13692.0,3
13694.0,0
13695.0,0
13697.0,3
13699.0,1
13700.0,3
13703.0,1
13704.0,3
13705.0,3
13706.0,1
13707.0,1
13708.0,1
13709.0,0
13710.0,3
13711.0,1
13712.0,1
13715.0,1
13716.0,1
13717.0,3
13718.0,1
13719.0,3
13720.0,3
13721.0,3
13722.0,3
13723.0,1
13725.0,3
13726.0,3
13727.0,3
13728.0,3
13730.0,3
13731.0,1
13732.0,3
13735.0,3
13736.0,3
13737.0,1
13739.0,3
13740.0,1
13741.0,3
13742.0,3
13743.0,3
13744.0,3
13745.0,1
13747.0,1
13748.0,3
13750.0,3
13751.0,1
13752.0,3
13753.0,1
13754.0,1
13755.0,3
13756.0,0
13758.0,3
13759.0,3
13760.0,3
13761.0,3
13762.0,1
13763.0,3
13764.0,3
13767.0,0
13769.0,3
13771.0,3
13772.0,3
13774.0,3
13777.0,0
13778.0,3
13780.0,3
13781.0,1
13782.0,3
13784.0,3
13786.0,1
13787.0,3
13790.0,3
13791.0,3
13792.0,3
13798.0,0
13799.0,3
13800.0,1
13801.0,3
13802.0,3
13803.0,1
13804.0,3
13805.0,3
13806.0,3
13807.0,1
13808.0,3
13809.0,1
13810.0,3
13811.0,1
13812.0,3
13813.0,3
13814.0,3
13815.0,3
13816.0,3
13817.0,3
13819.0,1
13821.0,1
13822.0,3
13823.0,3
13824.0,3
13826.0,1
13827.0,3
13828.0,3
13831.0,3
13832.0,3
13833.0,1
13835.0,3
13837.0,1
13838.0,3
13841.0,1
13842.0,3
13844.0,3
13845.0,3
13846.0,3
13848.0,3
13849.0,3
13850.0,3
13851.0,3
13853.0,3
13854.0,0
13856.0,1
13858.0,3
13859.0,1
13860.0,3
13862.0,3
13863.0,1
13865.0,3
13866.0,3
13867.0,3
13868.0,3
13869.0,3
13870.0,3
13871.0,0
13873.0,3
13874.0,1
13875.0,3
13876.0,3
13877.0,3
13878.0,3
13880.0,3
13881.0,0
13882.0,3
13883.0,3
13884.0,3
13885.0,1
13886.0,3
13887.0,1
13888.0,3
13889.0,3
13890.0,3
13892.0,3
13893.0,1
13894.0,3
13895.0,3
13897.0,3
13898.0,1
13899.0,3
13900.0,1
13901.0,3
13904.0,3
13908.0,3
13911.0,3
13914.0,3
13917.0,3
13918.0,3
13919.0,3
13922.0,1
13923.0,3
13924.0,3
13925.0,3
13926.0,3
13927.0,3
13928.0,3
13929.0,1
13930.0,3
13931.0,3
13932.0,1
13933.0,3
13934.0,1
13936.0,1
13937.0,1
13938.0,3
13939.0,3
13940.0,3
13941.0,3
13946.0,3
13947.0,3
13948.0,1
13949.0,3
13950.0,3
13951.0,1
13952.0,1
13953.0,3
13954.0,3
13955.0,1
13956.0,3
13959.0,3
13960.0,3
13962.0,3
13963.0,1
13967.0,1
13969.0,0
13971.0,3
13972.0,3
13973.0,1
13974.0,3
13975.0,3
13976.0,1
13978.0,3
13979.0,3
13980.0,3
13982.0,3
13983.0,3
13984.0,3
13985.0,0
13986.0,3
13988.0,3
13989.0,3
13990.0,1
13991.0,3
13992.0,3
13993.0,3
13994.0,3
13995.0,3
13999.0,3
14000.0,1
14001.0,3
14002.0,3
14004.0,3
14005.0,3
14006.0,3
14009.0,1
14012.0,1
14013.0,3
14014.0,3
14015.0,3
14016.0,1
14019.0,3
14020.0,3
14021.0,1
14022.0,1
14023.0,3
14024.0,3
14027.0,3
14029.0,3
14030.0,3
14031.0,0
14032.0,3
14034.0,3
14035.0,3
14036.0,1
14037.0,1
14038.0,3
14039.0,3
14040.0,3
14041.0,1
14044.0,3
14045.0,3
14046.0,1
14047.0,3
14048.0,1
14049.0,3
14050.0,3
14051.0,0
14052.0,3
14053.0,3
14054.0,3
14055.0,3
14056.0,0
14057.0,0
14059.0,1
14060.0,0
14062.0,0
14064.0,3
14066.0,1
14067.0,3
14068.0,1
14071.0,3
14073.0,3
14075.0,3
14076.0,3
14077.0,3
14078.0,3
14079.0,3
14080.0,3
14081.0,1
14082.0,1
14083.0,3
14085.0,0
14087.0,3
14088.0,0
14089.0,3
14090.0,1
14092.0,0
14093.0,3
14096.0,0
14098.0,3
14099.0,3
14100.0,3
14101.0,3
14102.0,3
14104.0,1
14105.0,1
14107.0,3
14108.0,3
14109.0,3
14110.0,3
14111.0,3
14112.0,3
14113.0,3
14114.0,1
14116.0,3
14117.0,1
14121.0,3
14124.0,3
14125.0,3
14126.0,3
14127.0,3
14128.0,3
14129.0,3
14130.0,1
14132.0,3
14133.0,3
14135.0,0
14138.0,3
14139.0,3
14140.0,3
14141.0,3
14142.0,1
14143.0,3
14145.0,3
14146.0,3
14147.0,3
14148.0,1
14149.0,1
14150.0,3
14152.0,3
14154.0,1
14155.0,1
14156.0,2
14157.0,3
14158.0,3
14159.0,3
14161.0,1
14162.0,1
14163.0,3
14164.0,3
14165.0,1
14167.0,3
14171.0,3
14173.0,3
14174.0,3
14175.0,3
14176.0,1
14177.0,3
14178.0,3
14179.0,3
14180.0,0
14184.0,3
14185.0,1
14188.0,3
14189.0,0
14191.0,3
14193.0,3
14194.0,0
14195.0,1
14196.0,3
14198.0,3
14199.0,1
14201.0,3
14204.0,3
14205.0,3
14206.0,1
14208.0,3
14209.0,3
14210.0,3
14211.0,3
14212.0,3
14214.0,3
14215.0,3
14216.0,3
14217.0,0
14218.0,3
14219.0,3
14220.0,1
14221.0,3
14222.0,1
14223.0,3
14224.0,3
14226.0,3
14227.0,3
14229.0,3
14231.0,1
14232.0,3
14233.0,3
14234.0,3
14235.0,3
14236.0,3
14237.0,1
14238.0,1
14239.0,3
14240.0,3
14241.0,1
14242.0,1
14243.0,3
14245.0,1
14246.0,3
14247.0,1
14248.0,1
14250.0,3
14251.0,3
14256.0,1
14257.0,3
14258.0,3
14259.0,3
14261.0,3
14262.0,3
14264.0,1
14265.0,3
14267.0,1
14270.0,1
14271.0,1
14272.0,3
14273.0,3
14276.0,3
14277.0,3
14280.0,1
14282.0,0
14284.0,3
14285.0,3
14286.0,3
14287.0,3
14288.0,1
14289.0,3
14290.0,3
14291.0,3
14292.0,3
14293.0,3
14295.0,3
14297.0,3
14298.0,0
14299.0,3
14300.0,3
14301.0,3
14304.0,1
14305.0,3
14306.0,3
14307.0,3
14309.0,3
14311.0,1
14312.0,3
14314.0,3
14315.0,3
14317.0,3
14320.0,1
14321.0,3
14323.0,3
14326.0,1
14327.0,1
14329.0,3
14331.0,3
14332.0,3
14333.0,3
14334.0,3
14335.0,3
14336.0,3
14338.0,1
14339.0,1
14340.0,1
14341.0,3
14342.0,3
14344.0,3
14345.0,3
14346.0,3
14348.0,1
14349.0,3
14350.0,1
14351.0,1
14352.0,1
14353.0,1
14354.0,3
14355.0,1
14356.0,3
14357.0,3
14359.0,3
14360.0,3
14362.0,3
14364.0,3
14367.0,0
14368.0,1
14371.0,1
14373.0,1
14375.0,1
14377.0,1
14379.0,3
14381.0,3
14382.0,3
14383.0,3
14385.0,3
14386.0,1
14387.0,3
14388.0,3
14389.0,3
14390.0,3
14393.0,1
14395.0,3
14396.0,3
14397.0,0
14400.0,1
14401.0,3
14403.0,3
14404.0,3
14406.0,3
14407.0,3
14408.0,3
14409.0,3
14410.0,3
14411.0,1
14412.0,3
14413.0,1
14414.0,3
14415.0,3
14416.0,3
14418.0,3
14419.0,3
14420.0,3
14421.0,3
14422.0,3
14423.0,1
14424.0,3
14426.0,3
14427.0,3
14428.0,3
14431.0,1
14432.0,3
14434.0,3
14436.0,3
14437.0,1
14438.0,1
14439.0,1
14440.0,3
14441.0,3
14442.0,1
14443.0,3
14446.0,3
14447.0,3
14448.0,3
14449.0,3
14450.0,1
14451.0,3
14452.0,3
14453.0,1
14456.0,3
14457.0,1
14459.0,1
14460.0,3
14461.0,1
14462.0,3
14463.0,3
14465.0,1
14466.0,3
14467.0,3
14470.0,3
14472.0,3
14473.0,3
14474.0,3
14475.0,3
14476.0,1
14477.0,3
14479.0,1
14480.0,3
14481.0,1
14482.0,3
14483.0,1
14484.0,3
14485.0,3
14487.0,3
14488.0,3
14489.0,1
14491.0,1
14493.0,3
14494.0,3
14495.0,3
14496.0,1
14497.0,1
14498.0,3
14499.0,3
14500.0,3
14501.0,1
14502.0,3
14503.0,3
14504.0,3
14505.0,3
14506.0,3
14507.0,3
14508.0,3
14511.0,3
14512.0,1
14513.0,3
14514.0,3
14515.0,3
14517.0,3
14518.0,3
14520.0,3
14522.0,3
14523.0,3
14524.0,3
14525.0,3
14527.0,0
14528.0,3
14529.0,3
14530.0,3
14532.0,1
14533.0,3
14534.0,0
14535.0,3
14536.0,1
14537.0,3
14538.0,3
14539.0,3
14540.0,3
14541.0,3
14542.0,1
14543.0,0
14544.0,3
14546.0,3
14547.0,3
14548.0,1
14549.0,1
14550.0,3
14551.0,3
14552.0,1
14553.0,3
14554.0,3
14555.0,3
14557.0,3
14560.0,0
14561.0,3
14562.0,0
14565.0,3
14566.0,3
14567.0,3
14569.0,3
14570.0,1
14572.0,3
14573.0,1
14576.0,1
14577.0,3
14578.0,3
14581.0,3
14582.0,3
14583.0,3
14584.0,1
14585.0,3
14586.0,1
14587.0,3
14589.0,1
14591.0,3
14592.0,3
14593.0,3
14594.0,3
14595.0,3
14597.0,3
14598.0,3
14600.0,1
14601.0,3
14603.0,1
14606.0,0
14607.0,0
14608.0,3
14609.0,3
14616.0,1
14618.0,3
14619.0,1
14620.0,1
14621.0,3
14622.0,1
14623.0,3
14624.0,3
14625.0,1
14626.0,3
14628.0,3
14629.0,3
14631.0,3
14632.0,1
14633.0,1
14636.0,3
14638.0,3
14639.0,3
14640.0,3
14641.0,3
14642.0,3
14643.0,1
14644.0,3
14645.0,1
14646.0,2
14647.0,1
14649.0,3
14651.0,3
14652.0,3
14653.0,3
14655.0,3
14656.0,1
14657.0,3
14658.0,3
14659.0,3
14660.0,3
14661.0,3
14662.0,3
14664.0,3
14665.0,3
14666.0,3
14667.0,0
14669.0,1
14670.0,1
14672.0,1
14673.0,3
14675.0,3
14676.0,3
14680.0,0
14681.0,3
14682.0,1
14684.0,3
14687.0,3
14688.0,0
14689.0,1
14690.0,3
14691.0,3
14692.0,3
14693.0,1
14696.0,3
14697.0,1
14698.0,3
14699.0,1
14700.0,3
14701.0,3
14702.0,0
14703.0,3
14704.0,3
14705.0,1
14708.0,3
14709.0,3
14710.0,3
14711.0,3
14712.0,3
14713.0,3
14714.0,3
14715.0,3
14716.0,3
14719.0,3
14720.0,3
14722.0,1
14723.0,3
14725.0,3
14727.0,1
14729.0,1
14730.0,3
14731.0,3
14732.0,3
14733.0,0
14735.0,0
14737.0,3
14738.0,3
14739.0,3
14740.0,1
14741.0,3
14744.0,3
14745.0,3
14747.0,1
14748.0,3
14752.0,3
14753.0,3
14754.0,3
14755.0,3
14756.0,3
14757.0,3
14758.0,3
14759.0,3
14760.0,1
14761.0,3
14762.0,1
14764.0,3
14765.0,3
14766.0,3
14768.0,3
14769.0,3
14770.0,1
14772.0,3
14775.0,3
14776.0,3
14778.0,3
14779.0,1
14780.0,3
14782.0,1
14784.0,3
14785.0,3
14788.0,3
14789.0,3
14790.0,3
14792.0,3
14793.0,3
14794.0,3
14795.0,1
14796.0,0
14798.0,3
14799.0,3
14800.0,3
14801.0,3
14803.0,1
14804.0,3
14805.0,3
14806.0,3
14808.0,3
14810.0,3
14813.0,1
14815.0,3
14816.0,1
14817.0,1
14818.0,3
14819.0,3
14820.0,3
14821.0,1
14823.0,1
14824.0,3
14825.0,3
14828.0,1
14829.0,3
14830.0,3
14834.0,3
14836.0,3
14837.0,3
14840.0,1
14841.0,3
14842.0,3
14844.0,3
14847.0,1
14849.0,0
14850.0,1
14851.0,3
14852.0,3
14853.0,3
14854.0,3
14855.0,3
14856.0,3
14857.0,3
14859.0,3
14860.0,3
14861.0,3
14862.0,3
14863.0,3
14865.0,3
14866.0,0
14867.0,1
14868.0,3
14869.0,3
14870.0,1
14871.0,3
14873.0,1
14875.0,3
14878.0,3
14880.0,3
14881.0,3
14882.0,3
14883.0,3
14885.0,3
14886.0,1
14887.0,3
14888.0,1
14889.0,1
14890.0,1
14891.0,1
14893.0,3
14894.0,3
14895.0,0
14896.0,1
14897.0,3
14898.0,3
14901.0,3
14902.0,3
14903.0,3
14904.0,3
14905.0,1
14907.0,3
14908.0,3
14910.0,3
14911.0,2
14912.0,3
14913.0,3
14915.0,3
14916.0,3
14918.0,3
14920.0,1
14921.0,3
14923.0,3
14924.0,1
14929.0,3
14930.0,3
14931.0,3
14932.0,1
14934.0,3
14935.0,1
14936.0,3
14937.0,3
14944.0,3
14946.0,3
14947.0,3
14948.0,3
14950.0,3
14951.0,3
14952.0,3
14953.0,3
14954.0,3
14957.0,1
14958.0,1
14959.0,3
14960.0,3
14961.0,3
14962.0,1
14963.0,3
14964.0,1
14965.0,3
14966.0,3
14967.0,3
14968.0,3
14970.0,3
14971.0,3
14972.0,3
14973.0,3
14974.0,3
14975.0,3
14976.0,3
14978.0,3
14981.0,1
14984.0,3
14985.0,1
14987.0,3
14988.0,1
14995.0,3
14997.0,3
14998.0,1
15000.0,3
15002.0,3
15004.0,1
15005.0,0
15006.0,3
15007.0,1
15009.0,3
15010.0,3
15012.0,3
15014.0,3
15016.0,1
15017.0,3
15018.0,3
15019.0,1
15021.0,3
15022.0,3
15023.0,3
15024.0,3
15025.0,3
15026.0,3
15027.0,3
15028.0,3
15030.0,3
15031.0,3
15032.0,1
15033.0,3
15034.0,3
15035.0,3
15036.0,3
15038.0,3
15039.0,0
15041.0,1
15042.0,1
15043.0,3
15044.0,0
15045.0,1
15046.0,0
15047.0,1
15048.0,3
15049.0,1
15050.0,3
15051.0,3
15052.0,1
15053.0,3
15054.0,3
15057.0,1
15058.0,3
15059.0,3
15060.0,3
15061.0,0
15062.0,3
15063.0,1
15065.0,3
15066.0,3
15067.0,3
15068.0,3
15069.0,1
15070.0,1
15071.0,3
15073.0,3
15074.0,3
